iter,time,total_time,circuit_size,cross_entropy_D,cross_entropy_Df,train_discrimination,valid_discrimination,test_discrimination,train_mll,valid_mll,test_mll,struct?,stop?,P(D),P(Df),P(S),"P(D|Df,S)","P(D|Df,notS)","P(D|notDf,S)","P(D|notDf,notS)"
78,0.034616375,3.6646270820000004,1239,0.5331586397711329,0.7538884147993404,0.006387467063192709,0.030461631745849593,-0.015137228643566036,-11.369358,-11.565443,-11.801086,false,,0.6995715979011246,0.6439319146498207,0.31011099752180193,0.9781973998369826,0.8339525357215333,0.07848148196563051,0.5092365380299515
79,0.034630667,3.6992577490000005,1239,0.5331950373644423,0.7542979625818707,0.0064021534181640805,0.03047017483656822,-0.015194438909742147,-11.36935,-11.565613,-11.8011465,false,,0.6995690226803482,0.6438367430461911,0.3101109620696367,0.9782190783347507,0.8338468399299566,0.07864755156262504,0.5095196875506849
80,0.034645167,3.7339029160000003,1239,0.5332280342697437,0.7546722456395204,0.006415684427531376,0.030478704754342556,-0.01524762468345997,-11.369343,-11.56577,-11.801204,false,,0.6995666893368886,0.643745580713561,0.3101109998198901,0.9782397497697836,0.8337529453276323,0.07880875702370287,0.5097770811501919
81,0.034808417,3.768711333,1239,0.5332579717033185,0.7550193235190122,0.006427511927542429,0.030486692509987146,-0.015298175050817875,-11.369336,-11.565919,-11.80126,false,,0.699564489815327,0.6436581316703283,0.31011100881068626,0.9782593930002385,0.8336694436107315,0.07896504988124181,0.510011485702882
82,0.034573125,3.8032844580000003,1239,0.533285188883943,0.7553381682983012,0.0064387039366403664,0.030494898827537753,-0.015345132941128825,-11.369331,-11.566057,-11.80131,false,,0.6995625308479494,0.643574371783304,0.3101109293131916,0.9782780589736421,0.8335953051713473,0.07911649870179203,0.5102251944523327
83,0.034666208,3.8379506660000002,1239,0.5333098625762367,0.755634052149032,0.00644902765980393,0.03050330245613797,-0.015389046548599628,-11.369325,-11.566187,-11.801357,false,,0.699560752179034,0.643494198500393,0.31011094414719775,0.9782957762582781,0.8335293460568087,0.0792630503714333,0.5104203875378189
84,0.034681083,3.8726317490000004,1239,0.5333323731765467,0.75590662577831,0.006458481901326363,0.030511587542497498,-0.015430507486656642,-11.36932,-11.566309,-11.801404,false,,0.6995591420794018,0.6434174340609389,0.3101109831697204,0.9783125625590837,0.833470725383201,0.07940470600447246,0.510598893672137
85,0.034696708,3.907328457,1239,0.5333528654608868,0.7561593229887403,0.006467181669044808,0.030519920334570294,-0.01546938949641552,-11.369314,-11.566422,-11.801448,false,,0.6995575720527542,0.6433437374715913,0.31011097139285765,0.9783284523060156,0.8334185982880501,0.07954148661823467,0.5107623786150417
86,0.034594667,3.941923124,1239,0.5333715564598716,0.7563953831480701,0.006475137935102349,0.030528229300264664,-0.015506489865762751,-11.36931,-11.566529,-11.801491,false,,0.699556183240609,0.6432732910553842,0.3101109886732122,0.9783435004096562,0.8333722658847436,0.0796734429461854,0.5109122786241391
87,0.0346095,3.9765326240000003,1239,0.5333887034256624,0.7566140233311268,0.0064825964145769355,0.030536535238269713,-0.015541129272490295,-11.369307,-11.56663,-11.801531,false,,0.6995548787474508,0.6432057874185941,0.31011099515269014,0.9783577347777169,0.8333310286415037,0.07980077250906502,0.5110499848983177
